id_estado,nombre_estado,id_distrito_federal,nombre_distrito,n_casillas,total_votes,election_id,winner_party
1,AGUASCALIENTES,1,Jesús María,365,109413,DIP_MR_2006,PAN
1,AGUASCALIENTES,2,Aguascalientes,416,140243,DIP_MR_2006,PAN
1,AGUASCALIENTES,3,Aguascalientes,436,148658,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,1,Mexicali,386,102598,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,2,Mexicali,444,123069,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,3,Ensenada,393,109525,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,4,Tijuana,402,95212,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,5,Tijuana,467,123702,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,6,Tijuana,530,124373,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,7,Mexicali,411,113884,DIP_MR_2006,PAN
2,BAJA CALIFORNIA,8,Tijuana,430,111260,DIP_MR_2006,PAN
3,BAJA CALIFORNIA SUR,1,Mulegé,320,82440,DIP_MR_2006,PBT
3,BAJA CALIFORNIA SUR,2,La Paz,306,87309,DIP_MR_2006,PBT
4,CAMPECHE,1,Campeche,471,161185,DIP_MR_2006,APM
4,CAMPECHE,2,Carmen,446,134287,DIP_MR_2006,APM
5,COAHUILA DE ZARAGOZA,1,Piedras Negras,423,106717,DIP_MR_2006,PAN
5,COAHUILA DE ZARAGOZA,2,San Pedro,511,133379,DIP_MR_2006,APM
5,COAHUILA DE ZARAGOZA,3,Monclova,512,132436,DIP_MR_2006,PAN
5,COAHUILA DE ZARAGOZA,4,Saltillo,352,110634,DIP_MR_2006,APM
5,COAHUILA DE ZARAGOZA,5,Torreón,488,143986,DIP_MR_2006,PAN
5,COAHUILA DE ZARAGOZA,6,Torreón,413,153804,DIP_MR_2006,PAN
5,COAHUILA DE ZARAGOZA,7,Saltillo,374,121791,DIP_MR_2006,PAN
6,COLIMA,1,Colima,391,136669,DIP_MR_2006,PAN
6,COLIMA,2,Manzanillo,351,109078,DIP_MR_2006,PAN
7,CHIAPAS,1,Palenque,421,113175,DIP_MR_2006,APM
7,CHIAPAS,2,Bochil,360,83138,DIP_MR_2006,APM
7,CHIAPAS,3,Ocosingo,455,89163,DIP_MR_2006,APM
7,CHIAPAS,4,Ocozocoautla de Espinosa,393,98101,DIP_MR_2006,APM
7,CHIAPAS,5,San Cristóbal de las Casas,371,93225,DIP_MR_2006,APM
