id_estado,nombre_estado,id_distrito_federal,nombre_distrito,n_casillas,total_votes,election_id,winner_party
1,AGUASCALIENTES,1,,443,101311,DIP_MR_2015,PRI
1,AGUASCALIENTES,2,,587,107151,DIP_MR_2015,PAN
1,AGUASCALIENTES,3,,443,90405,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,1,,486,80972,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,2,,427,80395,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,3,,492,85965,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,4,,584,88541,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,5,,460,74898,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,6,,552,86701,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,7,,591,98096,DIP_MR_2015,PAN
2,BAJA CALIFORNIA,8,,712,107663,DIP_MR_2015,PAN
3,BAJA CALIFORNIA SUR,1,,410,110220,DIP_MR_2015,PAN
3,BAJA CALIFORNIA SUR,2,,482,120092,DIP_MR_2015,PAN
4,CAMPECHE,1,,552,184676,DIP_MR_2015,PRI
4,CAMPECHE,2,,538,166756,DIP_MR_2015,PAN
5,COAHUILA DE ZARAGOZA,1,,493,103300,DIP_MR_2015,PRI
5,COAHUILA DE ZARAGOZA,2,,540,126822,DIP_MR_2015,PRI
5,COAHUILA DE ZARAGOZA,3,,571,133807,DIP_MR_2015,PRI
5,COAHUILA DE ZARAGOZA,4,,478,121585,DIP_MR_2015,PRI
5,COAHUILA DE ZARAGOZA,5,,514,129110,DIP_MR_2015,PRI
5,COAHUILA DE ZARAGOZA,6,,508,141712,DIP_MR_2015,PAN
5,COAHUILA DE ZARAGOZA,7,,407,106279,DIP_MR_2015,PRI
6,COLIMA,1,,492,160171,DIP_MR_2015,PRD
6,COLIMA,2,,408,129299,DIP_MR_2015,PAN
7,CHIAPAS,1,,539,140631,DIP_MR_2015,PVEM
7,CHIAPAS,2,,457,138360,DIP_MR_2015,PVEM
7,CHIAPAS,3,,568,124288,DIP_MR_2015,PVEM
7,CHIAPAS,4,,488,128326,DIP_MR_2015,PVEM
7,CHIAPAS,5,,492,123535,DIP_MR_2015,PVEM
7,CHIAPAS,6,,495,116080,DIP_MR_2015,PVEM
7,CHIAPAS,7,,426,90399,DIP_MR_2015,PVEM
7,CHIAPAS,8,,487,138585,DIP_MR_2015,PVEM
7,CHIAPAS,9,,510,79419,DIP_MR_2015,PVEM
7,CHIAPAS,10,,460,118795,DIP_MR_2015,PVEM
7,CHIAPAS,11,,516,118510,DIP_MR_2015,PVEM
7,CHIAPAS,12,,476,101061,DIP_MR_2015,PVEM
8,CHIHUAHUA,1,,769,87818,DIP_MR_2015,PRI
8,CHIHUAHUA,2,,354,45873,DIP_MR_2015,PRI
8,CHIHUAHUA,3,,480,71163,DIP_MR_2015,PAN
8,CHIHUAHUA,4,,376,51923,DIP_MR_2015,PRI
8,CHIHUAHUA,5,,603,122561,DIP_MR_2015,PRI
8,CHIHUAHUA,6,,537,114659,DIP_MR_2015,PAN
8,CHIHUAHUA,7,,673,91092,DIP_MR_2015,PRI
8,CHIHUAHUA,8,,627,101214,DIP_MR_2015,PRI
8,CHIHUAHUA,9,,610,94928,DIP_MR_2015,PRI
9,CIUDAD DE MÉXICO,1,,384,84584,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,2,,486,105477,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,3,,476,108655,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,4,,428,103607,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,5,,423,100907,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,6,,456,98451,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,7,,471,110490,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,8,,511,117647,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,9,,447,104581,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,10,,549,132084,DIP_MR_2015,PAN
9,CIUDAD DE MÉXICO,11,,430,96750,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,12,,498,110745,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,13,,423,97377,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,14,,446,106691,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,15,,591,148283,DIP_MR_2015,PAN
9,CIUDAD DE MÉXICO,16,,500,114933,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,17,,545,141139,DIP_MR_2015,PAN
9,CIUDAD DE MÉXICO,18,,425,104717,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,19,,422,104516,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,20,,484,117988,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,21,,433,110986,DIP_MR_2015,MORENA
9,CIUDAD DE MÉXICO,22,,428,109761,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,23,,486,122573,DIP_MR_2015,PRD
9,CIUDAD DE MÉXICO,24,,457,117410,DIP_MR_2015,PAN
