id_estado,nombre_estado,id_distrito_federal,nombre_distrito,n_casillas,total_votes,election_id,winner_party
1,AGUASCALIENTES,1,JESUS MARIA,530,182803,DIP_MR_2021,PAN
1,AGUASCALIENTES,2,AGUASCALIENTES,561,136911,DIP_MR_2021,PAN
1,AGUASCALIENTES,3,AGUASCALIENTES,613,173959,DIP_MR_2021,PAN
2,BAJA CALIFORNIA,1,MEXICALI,590,128520,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,2,MEXICALI,599,138071,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,3,ENSENADA,594,131125,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,4,TIJUANA,698,134135,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,5,TIJUANA,608,145223,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,6,TIJUANA,619,135638,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,7,MEXICALI,597,124889,DIP_MR_2021,MORENA
2,BAJA CALIFORNIA,8,TIJUANA,625,129380,DIP_MR_2021,MORENA
3,BAJA CALIFORNIA SUR,1,LA PAZ,564,155391,DIP_MR_2021,PAN
3,BAJA CALIFORNIA SUR,2,SAN JOSE DEL CABO,459,109563,DIP_MR_2021,MORENA
4,CAMPECHE,1,SAN FRANCISCO DE CAMPECHE,597,219910,DIP_MR_2021,MORENA
4,CAMPECHE,2,CIUDAD DEL CARMEN,583,187388,DIP_MR_2021,MORENA
5,COAHUILA DE ZARAGOZA,1,PIEDRAS NEGRAS,562,170689,DIP_MR_2021,MORENA
5,COAHUILA DE ZARAGOZA,2,SAN PEDRO,577,191787,DIP_MR_2021,PRI
5,COAHUILA DE ZARAGOZA,3,MONCLOVA,562,186076,DIP_MR_2021,PRI
5,COAHUILA DE ZARAGOZA,4,SALTILLO,545,180367,DIP_MR_2021,PRI
5,COAHUILA DE ZARAGOZA,5,TORREON,538,186260,DIP_MR_2021,PRI
5,COAHUILA DE ZARAGOZA,6,TORREON,524,184009,DIP_MR_2021,PRI
5,COAHUILA DE ZARAGOZA,7,SALTILLO,579,174148,DIP_MR_2021,PRI
6,COLIMA,1,COLIMA,522,156208,DIP_MR_2021,MORENA
6,COLIMA,2,MANZANILLO,449,129197,DIP_MR_2021,MORENA
7,CHIAPAS,1,PALENQUE,454,181330,DIP_MR_2021,MORENA
7,CHIAPAS,2,BOCHIL,493,178717,DIP_MR_2021,PRI
7,CHIAPAS,3,OCOSINGO,474,172662,DIP_MR_2021,MORENA
7,CHIAPAS,4,PICHUCALCO,502,182251,DIP_MR_2021,MORENA
7,CHIAPAS,5,SAN CRISTOBAL DE LAS CASAS,514,161152,DIP_MR_2021,PRI
7,CHIAPAS,6,TUXTLA GUTIERREZ,515,167267,DIP_MR_2021,MORENA
7,CHIAPAS,7,TONALA,519,161967,DIP_MR_2021,MORENA
7,CHIAPAS,8,COMITAN DE DOMINGUEZ,447,150029,DIP_MR_2021,MORENA
7,CHIAPAS,9,TUXTLA GUTIERREZ,529,128229,DIP_MR_2021,MORENA
7,CHIAPAS,10,VILLAFLORES,510,164008,DIP_MR_2021,MORENA
